Intercept (β₀),LR Effect (β₁)
0.995882682886406,0.6727190505987566
0.679495868899998,0.6949991250869206
1.1853872053020027,-0.10833758862194937
1.7263172903783732,-0.5988576126508354
0.6558747679211335,0.7980889182027348
2.0593449313964944,-0.7083536517880111
1.5007075621311248,-0.4841602480136291
0.32269954510436993,1.1966200810882437
0.5293818284718999,1.1500775440234023
-0.4277859750683357,1.6290957245720685
3.4313735547533946,-1.8128934414026427
0.5652794670379155,0.9401608089335329
1.838562755117103,-0.5151276262631592
1.7488800805786537,-0.6364961220673885
1.0406238001944952,0.5925914904882154
1.9716908236856139,-0.6033800114185162
3.392947133198333,-1.0405043812392503
1.3839436530837843,-0.4197226696385431
1.439401642542039,-0.9136921960668121
-0.6635540062729643,1.2238313872952455
1.8137998475994903,-0.4492055252249969
1.387227588669091,0.35661735307034526
2.0609250816691005,-0.19760637913535783
1.815625222411412,-0.04380687163227995
0.8288940631246249,0.3249863552281373
2.0008092830180453,-0.571351641791319
1.0433007830368612,0.5043961996910409
0.020873508848499922,1.692726545401447
3.374767700644483,-1.4731048248906267
-0.21431980843459275,1.3719926351881022
2.9057143114818635,-0.39865349627371127
1.0932300388347687,1.516996981712617
2.5806030064844405,0.15741974929929975
1.6973757160452072,0.20534708111770664
2.1116479712168017,-0.16770751226971276
3.0587734793865358,-1.2506144068702187
0.1727436090319272,1.2458635405438994
2.647281516379454,-0.6967759623395882
2.396968969429845,-0.7316027581618287
0.26606525609100995,1.7595317590380066
1.2238278889429783,-0.16654245269873902
2.1704148918231674,-0.7693424288030241
-2.695694422673766,3.808495524870036
-1.0268602777159477,2.3332957152312845
2.1393616952762304,-0.3504116188417359
0.7870253921033119,1.3437455959538527
-2.3346575294956233,4.341068768384703
2.5634550159424085,-0.4210988303451997
1.3222400327198307,-0.10394712516546356
2.4421516706285544,0.11468585331708873
1.7111506560709084,-0.1766575002867767
1.2667001046282214,0.012355607216614939
1.8873321722543672,-0.34292591035960474
0.6660621391470349,1.0168143748908722
2.541256410887656,-1.0779782913227154
-0.3741917168532274,1.7430290615363906
3.579426537297058,-1.7957274946982027
1.6714491035293233,0.5697687728189654
-0.04243026903820324,1.1223285648863297
2.4586536715951084,-0.3383080003478589
0.7173934006559657,1.0241828664319552
1.3804676181326547,0.11236180183725414
0.5569548477466304,0.956558371876534
1.1021609065068798,-0.07334450523165337
1.7713298976171492,-0.4397276580852664
1.3128217053958111,-0.048113729800978444
3.0233528947672332,-1.6743809269346699
-0.9969251101529089,2.1520764879093943
3.5315519886006737,-1.6345408944851496
0.6161201301948005,1.1400649195441053
3.3071743082539395,-2.2408895014039842
1.8220043970487463,-0.3155368272395702
0.055701826789513964,1.1376205237800838
1.7505735233661635,-0.06536100222006175
1.640926668509962,-0.12416098780629892
2.86528183323247,-0.7232401757249698
1.0469621315540718,0.44471206703133737
2.229668841047258,-0.7374572282523468
2.4574789756539093,-0.9660252342518092
0.8184292868529178,0.4225865425261658
1.4620345752077828,-0.6499699678315971
1.3377534462443461,0.184239624116452
1.6359769555074848,-0.018023225067142767
0.3251796910001876,0.6809181515851013
0.9041038431139226,0.3554187327329861
2.189477956167132,-0.6477620370871943
-0.04112148976245855,1.4087021333068004
1.330803294205734,-0.004827348555917377
1.039419869833135,0.07558009075654765
1.967662478711831,-0.3040001334004155
1.5706818259475948,0.23257755736715544
0.4951794288902154,1.2286609725609476
-0.4545765160241715,2.162351510876254
2.7020637978421993,-0.9586426133842441
0.6391615827608975,0.9118557219773894
0.45194376411219983,0.9937785051376876
1.8260539207587296,-0.32416202528967364
1.8791290431890888,-0.030972537448622425
2.957314880341192,-0.9876017825201628
1.1216226607200637,0.21489270754404255
1.6600109135376897,-0.2099804211279849
0.9476645070048068,0.43045234501970053
0.6161832071154728,-0.01354807367961089
1.8245865400674035,-0.8061589863069261
1.49980778178374,-0.04957379528873379
1.4071950011254073,-0.09743103065126729
0.6192262500357248,0.7971954966930137
3.2250904546633175,-2.0270487108245154
-0.6253042740060228,1.9787293584817818
2.93402779533527,-1.5144202397885007
-0.27029617207382395,2.19497848699935
1.2555308864356451,0.38031531587467715
1.5261107502566018,-0.07744848859551
0.7753148579123119,0.9438635398318782
2.6738099194116085,-0.7783001033312682
3.2993491999409557,-1.8971058983745974
2.8041905273127754,-1.3687554017949863
-0.08451479973471643,1.222114909144755
2.954914469367948,-1.1636015595928546
0.5311381923235643,1.2842167143463947
1.5301726466582193,0.4868136016058061
-0.6836935028581883,2.48074707640462
1.4834235939435234,0.11225811181501144
0.8944401178847653,0.7085586107337333
2.1353981610591513,-0.7487677378280219
0.1631416425153519,0.8169148480849322
2.1177018467199638,-0.7767270936556944
1.6166117851114907,0.2821534004551163
0.9583731145226371,0.7286369180165047
1.885238759093725,-0.4657892572181349
0.6091107975826244,0.5064883069744703
0.018520665412426585,1.637552674481671
-0.9033806064938802,1.8403049603872152
3.671866280173455,-2.300200066281524
0.8555932524138531,0.4579846141562275
1.1056302509532148,0.2249316591921093
1.9425038947828155,-0.1042472233685603
2.279796463719589,-0.7014891637141869
1.6017449525139318,0.5630944929111905
4.288921629305202,-2.2636297039418536
2.229320264269002,-0.3386449919229516
